order_no,id,orderTime,recipeOrdered
336,664,06:02:40,14
337,663,18:11:45,13
338,662,03:15:24,12
339,661,01:21:28,11
340,660,17:41:24,10
341,659,19:22:35,9
342,658,00:18:17,8
343,657,09:44:59,7
344,656,05:32:16,6
345,655,14:34:48,5
346,654,22:21:47,4
347,653,05:18:35,3
348,652,17:06:35,2
349,651,22:40:11,1
350,650,10:13:11,0
351,649,21:08:01,26
352,648,13:54:08,25
353,647,13:48:05,24
354,646,23:45:15,23
355,645,08:23:39,22
356,644,06:53:27,21
357,643,17:33:49,20
358,642,09:34:26,19
359,641,14:12:17,18
360,640,11:46:38,17
361,639,04:06:26,16
362,638,18:02:52,15
363,637,03:02:17,14
364,636,14:50:09,13
365,635,16:08:45,12
366,634,02:28:04,11
367,633,13:16:23,10
368,632,17:32:42,9
369,631,08:16:31,8
370,630,19:26:14,7
371,629,15:31:01,6
372,628,03:43:27,5
373,627,18:20:51,4
374,626,22:50:36,3
375,625,07:55:25,2
376,624,18:57:18,1
377,623,11:27:09,0
378,622,09:54:21,26
379,621,00:25:58,25
380,620,17:50:44,24
381,619,14:12:13,23
382,618,15:12:36,22
383,617,00:31:31,21
384,616,02:49:33,20
385,615,20:41:43,19
386,614,21:36:42,18
387,613,06:14:56,17
388,612,12:59:54,16
389,611,08:06:18,15
390,610,14:26:45,14
391,609,05:17:53,13
392,608,07:48:42,12
393,607,19:39:06,11
394,606,06:03:53,10
395,605,16:53:24,9
396,604,00:17:00,8
397,603,06:15:18,7
398,602,17:12:13,6
399,601,23:51:07,5
400,600,18:09:42,4
401,599,18:15:36,3
402,598,00:25:59,2
403,597,00:10:25,1
404,596,07:51:07,0
405,595,04:39:01,26
406,594,23:45:59,25
407,593,10:39:26,24
408,592,17:51:59,23
409,591,06:32:20,22
410,590,15:43:19,21
411,589,13:06:42,20
412,588,13:27:09,19
413,587,12:49:25,18
414,586,10:00:28,17
415,585,18:57:01,16
416,584,11:43:04,15
417,583,04:48:47,14
418,582,15:27:05,13
419,581,05:15:48,12
420,580,18:42:17,11
421,579,15:50:36,10
422,578,17:05:39,9
423,577,14:41:55,8
424,576,03:19:19,7
425,575,04:40:50,6
426,574,01:51:44,5
427,573,01:57:01,4
428,572,10:33:40,3
429,571,23:24:35,2
430,570,04:42:05,1
431,569,10:17:53,0
432,568,04:36:20,26
433,567,07:31:03,25
434,566,10:22:44,24
435,565,17:35:17,23
436,564,21:08:41,22
437,563,07:27:26,21
438,562,16:15:33,20
439,561,04:08:13,19
440,560,17:29:41,18
441,559,17:17:42,17
442,558,15:23:12,16
443,557,05:31:37,15
444,556,12:35:25,14
445,555,13:10:35,13
446,554,23:31:23,12
447,553,13:28:50,11
448,552,03:14:26,10
449,551,23:22:33,9
450,550,11:03:18,8
451,549,15:47:33,7
452,548,02:48:37,6
453,547,15:18:57,5
454,546,06:04:36,4
455,545,04:29:05,3
456,544,17:01:23,2
457,543,04:56:59,1
458,542,01:41:36,0
459,541,11:30:10,26
460,540,08:47:33,25
461,539,06:18:44,24
462,538,01:21:24,23
463,537,05:01:15,22
464,536,16:10:07,21
465,535,21:00:38,20
466,534,23:16:14,19
467,533,18:01:16,18
468,532,15:12:39,17
469,531,04:56:41,16
470,530,01:57:11,15
471,529,03:41:51,14
472,528,08:55:28,13
473,527,03:52:28,12
474,526,19:54:41,11
475,525,13:03:58,10
476,524,11:38:37,9
477,523,22:21:10,8
478,522,09:07:49,7
479,521,17:20:08,6
480,520,20:09:07,5
481,519,07:06:14,4
482,518,23:35:26,3
483,517,03:00:47,2
484,516,14:44:54,1
485,515,14:46:04,0
486,514,01:08:52,26
487,513,09:46:24,25
488,512,04:58:39,24
489,511,20:57:41,23
490,510,09:30:56,22
491,509,02:24:23,21
492,508,07:42:59,20
493,507,01:39:51,19
494,506,13:04:46,18
495,505,04:37:03,17
496,504,22:29:28,16
497,503,01:04:14,15
498,502,05:15:38,14
499,501,12:04:13,13
500,500,21:20:38,12
501,499,22:19:35,11
502,498,09:25:34,10
503,497,05:37:45,9
504,496,13:48:37,8
505,495,05:44:46,7
506,494,22:35:39,6
507,493,09:42:20,5
508,492,09:00:56,4
509,491,18:15:48,3
510,490,22:25:23,2
511,489,00:49:18,1
512,488,16:22:25,0
513,487,09:11:20,26
514,486,14:45:18,25
515,485,15:08:15,24
516,484,00:57:48,23
517,483,19:41:10,22
518,482,20:20:11,21
519,481,12:25:18,20
520,480,07:08:17,19
521,479,03:55:48,18
522,478,08:06:18,17
523,477,15:19:17,16
524,476,08:03:01,15
525,475,18:22:08,14
526,474,13:53:31,13
527,473,18:01:48,12
528,472,21:48:40,11
529,471,21:07:42,10
530,470,20:44:14,9
531,469,17:45:14,8
532,468,20:20:14,7
533,467,06:54:16,6
534,466,02:57:16,5
535,465,17:22:05,4
536,464,17:48:59,3
537,463,05:49:28,2
538,462,04:21:59,1
539,461,12:30:41,0
540,460,14:37:32,26
541,459,04:15:34,25
542,458,12:25:39,24
543,457,23:19:44,23
544,456,03:59:07,22
545,455,02:19:43,21
546,454,03:28:49,20
547,453,12:23:29,19
548,452,05:15:24,18
549,451,10:28:37,17
550,450,22:51:41,16
551,449,02:21:02,15
552,448,09:45:19,14
553,447,20:08:03,13
554,446,07:26:47,12
555,445,15:29:03,11
556,444,01:06:22,10
557,443,13:44:43,9
558,442,08:45:39,8
559,441,09:32:08,7
560,440,09:23:46,6
561,439,01:47:55,5
562,438,16:27:40,4
563,437,06:18:52,3
564,436,12:53:31,2
565,435,04:49:34,1
566,434,23:42:49,0
567,433,13:44:24,26
568,432,22:33:07,25
569,431,18:10:23,24
570,430,16:02:43,23
571,429,22:39:27,22
572,428,03:20:34,21
573,427,08:18:19,20
574,426,00:05:39,19
575,425,19:34:22,18
576,424,01:06:36,17
577,423,20:55:54,16
578,422,16:15:08,15
579,421,18:31:11,14
580,420,03:34:18,13
581,419,10:12:29,12
582,418,23:39:30,11
583,417,20:02:07,10
584,416,08:23:03,9
585,415,18:38:04,8
586,414,23:08:00,7
587,413,10:52:33,6
588,412,15:41:27,5
589,411,21:13:42,4
590,410,06:40:28,3
591,409,13:59:48,2
592,408,01:06:00,1
593,407,06:13:45,0
594,406,07:32:12,26
595,405,20:02:49,25
596,404,19:04:21,24
597,403,03:41:29,23
598,402,06:43:57,22
599,401,07:09:33,21
600,400,22:45:34,20
601,399,03:18:18,19
602,398,14:52:42,18
603,397,05:59:30,17
604,396,15:02:57,16
605,395,08:37:26,15
606,394,11:32:15,14
607,393,10:36:55,13
608,392,06:12:39,12
609,391,05:48:41,11
610,390,10:28:30,10
611,389,18:13:48,9
612,388,10:57:17,8
613,387,20:21:03,7
614,386,01:38:28,6
615,385,02:28:52,5
616,384,07:34:29,4
617,383,20:14:29,3
618,382,01:45:37,2
619,381,18:50:55,1
620,380,14:29:10,0
621,379,15:28:08,26
622,378,06:52:09,25
623,377,08:37:05,24
624,376,19:59:34,23
625,375,23:19:53,22
626,374,21:51:14,21
627,373,20:15:05,20
628,372,01:21:36,19
629,371,04:41:25,18
630,370,15:34:13,17
631,369,13:52:53,16
632,368,10:50:38,15
633,367,11:40:25,14
634,366,09:28:53,13
635,365,15:21:55,12
636,364,20:08:43,11
637,363,12:25:41,10
638,362,22:14:08,9
639,361,09:03:12,8
640,360,03:38:15,7
641,359,01:03:40,6
642,358,16:21:32,5
643,357,12:04:16,4
644,356,11:42:59,3
645,355,13:41:50,2
646,354,22:09:33,1
647,353,06:50:11,0
648,352,09:21:22,26
649,351,20:39:39,25
650,350,10:33:45,24
651,349,02:07:48,23
652,348,02:06:21,22
653,347,22:45:44,21
654,346,14:24:06,20
655,345,00:35:37,19
656,344,19:05:54,18
657,343,10:05:08,17
658,342,21:05:42,16
659,341,20:10:43,15
660,340,23:00:35,14
661,339,13:36:18,13
662,338,11:39:04,12
663,337,03:36:37,11
664,336,15:16:25,10
665,335,13:33:45,9
666,334,13:10:52,8
667,333,15:54:33,7
668,332,19:31:39,6
669,331,21:53:46,5
670,330,10:18:41,4
671,329,23:16:29,3
672,328,19:52:10,2
673,327,13:22:52,1
674,326,04:56:26,0
675,325,01:53:52,26
676,324,18:33:25,25
677,323,10:25:09,24
678,322,05:04:12,23
679,321,03:27:30,22
680,320,02:03:34,21
681,319,18:46:10,20
682,318,03:32:42,19
683,317,01:03:17,18
684,316,12:43:50,17
685,315,02:28:54,16
686,314,12:33:48,15
687,313,16:11:34,14
688,312,12:31:22,13
689,311,20:07:21,12
690,310,13:04:19,11
691,309,16:54:40,10
692,308,14:19:59,9
693,307,04:09:28,8
694,306,20:52:10,7
695,305,08:19:01,6
696,304,09:08:59,5
697,303,05:46:28,4
698,302,09:04:33,3
699,301,15:53:13,2
700,300,06:27:25,1
701,299,04:27:32,0
702,298,17:37:26,26
703,297,17:24:47,25
704,296,16:46:11,24
705,295,15:25:35,23
706,294,04:02:39,22
707,293,11:05:51,21
708,292,14:52:36,20
709,291,16:59:28,19
710,290,13:23:45,18
711,289,02:36:13,17
712,288,14:58:18,16
713,287,17:41:56,15
714,286,06:22:38,14
715,285,18:20:45,13
716,284,11:18:19,12
717,283,22:11:32,11
718,282,13:42:00,10
719,281,20:09:59,9
720,280,12:55:58,8
721,279,04:29:21,7
722,278,15:30:53,6
723,277,21:46:32,5
724,276,05:03:39,4
725,275,03:17:09,3
726,274,06:27:19,2
727,273,19:25:10,1
728,272,02:10:47,0
729,271,12:08:26,26
730,270,16:03:32,25
731,269,05:19:56,24
732,268,06:03:29,23
733,267,07:12:00,22
734,266,05:50:25,21
735,265,00:29:53,20
736,264,20:39:06,19
737,263,00:48:07,18
738,262,02:12:16,17
739,261,00:38:33,16
740,260,05:33:52,15
741,259,13:16:42,14
742,258,23:57:00,13
743,257,22:47:28,12
744,256,09:40:52,11
745,255,17:30:02,10
746,254,11:03:59,9
747,253,21:50:13,8
748,252,11:49:23,7
749,251,05:02:28,6
750,250,01:24:31,5
751,249,13:30:05,4
752,248,17:41:52,3
753,247,03:22:00,2
754,246,20:35:25,1
755,245,17:17:21,0
756,244,02:43:15,26
757,243,08:56:29,25
758,242,19:22:18,24
759,241,01:41:27,23
760,240,11:52:00,22
761,239,10:20:19,21
762,238,01:25:00,20
763,237,04:28:49,19
764,236,00:23:02,18
765,235,01:21:50,17
766,234,04:15:20,16
767,233,07:53:47,15
768,232,00:12:03,14
769,231,23:13:52,13
770,230,23:04:05,12
771,229,03:49:00,11
772,228,00:27:04,10
773,227,18:40:54,9
774,226,20:42:02,8
775,225,07:23:42,7
776,224,12:46:23,6
777,223,08:47:56,5
778,222,09:17:27,4
779,221,14:58:14,3
780,220,18:25:56,2
781,219,12:44:44,1
782,218,05:03:31,0
783,217,09:57:00,26
784,216,18:44:42,25
785,215,21:50:00,24
786,214,13:49:46,23
787,213,04:13:04,22
788,212,00:39:54,21
789,211,05:39:03,20
790,210,20:44:56,19
791,209,04:27:46,18
792,208,00:33:22,17
793,207,05:20:46,16
794,206,20:08:21,15
795,205,04:21:49,14
796,204,14:32:06,13
797,203,20:43:25,12
798,202,18:21:06,11
799,201,17:31:04,10
800,200,02:30:03,9
801,199,18:48:17,8
802,198,04:18:36,7
803,197,19:24:39,6
804,196,14:57:15,5
805,195,21:09:49,4
806,194,20:25:58,3
807,193,14:48:43,2
808,192,12:47:16,1
809,191,00:57:49,0
810,190,13:34:52,26
811,189,03:47:18,25
812,188,21:37:41,24
813,187,17:20:04,23
814,186,20:32:44,22
815,185,11:27:30,21
816,184,02:52:25,20
817,183,21:53:49,19
818,182,12:43:02,18
819,181,17:46:54,17
820,180,06:12:53,16
821,179,15:46:01,15
822,178,09:46:53,14
823,177,02:02:35,13
824,176,11:22:36,12
825,175,14:38:33,11
826,174,02:55:15,10
827,173,14:09:51,9
828,172,06:08:43,8
829,171,21:43:36,7
830,170,16:49:04,6
831,169,03:32:35,5
832,168,02:18:31,4
833,167,14:15:10,3
834,166,14:27:43,2
835,165,05:17:30,1
836,164,20:13:27,0
837,163,21:28:57,26
838,162,17:24:11,25
839,161,03:02:12,24
840,160,12:15:09,23
841,159,17:57:59,22
842,158,03:27:57,21
843,157,05:56:08,20
844,156,03:44:30,19
845,155,08:56:02,18
846,154,22:57:31,17
847,153,10:20:32,16
848,152,09:41:28,15
849,151,07:51:08,14
850,150,13:30:58,13
851,149,04:06:50,12
852,148,15:06:46,11
853,147,10:17:06,10
854,146,18:18:34,9
855,145,04:09:40,8
856,144,18:18:34,7
857,143,22:13:42,6
858,142,03:10:36,5
859,141,00:26:17,4
860,140,13:38:40,3
861,139,21:47:22,2
862,138,18:52:34,1
863,137,15:33:10,0
864,136,14:25:59,26
865,135,01:12:20,25
866,134,08:08:09,24
867,133,21:34:40,23
868,132,11:59:31,22
869,131,15:30:49,21
870,130,08:41:58,20
871,129,04:15:48,19
872,128,00:40:56,18
873,127,12:12:20,17
874,126,03:00:02,16
875,125,02:47:00,15
876,124,20:20:38,14
877,123,08:50:10,13
878,122,01:06:04,12
879,121,05:01:33,11
880,120,03:30:27,10
881,119,00:59:24,9
882,118,06:37:41,8
883,117,04:24:35,7
884,116,15:14:58,6
885,115,17:05:09,5
886,114,21:31:29,4
887,113,13:30:26,3
888,112,11:05:21,2
889,111,00:58:41,1
890,110,23:43:45,0
891,109,13:32:26,26
892,108,07:33:55,25
893,107,20:56:37,24
894,106,01:23:33,23
895,105,02:53:30,22
896,104,00:01:06,21
897,103,14:08:52,20
898,102,00:43:42,19
899,101,04:51:07,18
900,100,12:01:24,17
901,99,10:47:58,16
902,98,18:58:55,15
903,97,05:52:22,14
904,96,06:09:54,13
905,95,03:09:44,12
906,94,02:06:13,11
907,93,19:48:49,10
908,92,13:28:17,9
909,91,07:43:54,8
910,90,05:50:16,7
911,89,22:17:51,6
912,88,03:16:49,5
913,87,06:56:08,4
914,86,04:13:37,3
915,85,17:34:09,2
916,84,21:07:19,1
917,83,13:39:44,0
918,82,01:15:21,26
919,81,22:53:47,25
920,80,22:54:38,24
921,79,09:12:32,23
922,78,09:07:03,22
923,77,19:03:26,21
924,76,17:37:12,20
925,75,12:11:36,19
926,74,21:55:44,18
927,73,16:11:24,17
928,72,00:03:58,16
929,71,02:03:23,15
930,70,18:10:10,14
931,69,18:06:55,13
932,68,14:04:24,12
933,67,09:47:47,11
934,66,03:31:35,10
935,65,13:13:59,9
936,64,15:26:55,8
937,63,22:53:05,7
938,62,10:52:28,6
939,61,04:12:58,5
940,60,07:29:56,4
941,59,21:01:46,3
942,58,20:32:26,2
943,57,20:11:01,1
944,56,20:53:21,0
945,55,12:10:15,26
946,54,12:44:20,25
947,53,14:03:38,24
948,52,23:46:56,23
949,51,09:17:52,22
950,50,22:36:48,21
951,49,14:50:45,20
952,48,14:31:15,19
953,47,01:56:07,18
954,46,04:16:53,17
955,45,19:01:43,16
956,44,13:50:58,15
957,43,06:27:19,14
958,42,02:07:05,13
959,41,01:38:41,12
960,40,04:50:41,11
961,39,02:24:42,10
962,38,23:22:27,9
963,37,02:39:44,8
964,36,23:32:25,7
965,35,21:09:00,6
966,34,07:41:04,5
967,33,12:58:34,4
968,32,09:48:44,3
969,31,22:47:17,2
970,30,03:09:17,1
971,29,06:38:39,0
972,28,00:54:25,26
973,27,02:30:26,25
974,26,16:06:51,24
975,25,02:36:16,23
976,24,08:53:55,22
977,23,06:57:35,21
978,22,21:45:42,20
979,21,08:12:20,19
980,20,17:59:10,18
981,19,07:26:43,17
982,18,04:12:26,16
983,17,17:29:04,15
984,16,02:29:13,14
985,15,02:49:28,13
986,14,16:15:50,12
987,13,04:55:35,11
988,12,11:39:34,10
989,11,11:39:54,9
990,10,13:52:52,8
991,9,22:58:47,7
992,8,12:36:29,6
993,7,12:47:48,5
994,6,17:57:58,4
995,5,07:33:39,3
996,4,23:59:14,2
997,3,18:54:19,1
998,2,19:47:46,0
999,1,15:57:48,26
1000,0,14:18:06,25
1001,-1,21:34:19,24
1002,999,23:43:44,23
1003,998,15:59:43,22
1004,997,18:18:50,21
1005,996,02:45:04,20
1006,995,03:41:02,19
1007,994,12:04:52,18
1008,993,02:46:45,17
1009,992,02:24:26,16
1010,991,12:41:38,15
1011,990,22:51:08,14
1012,989,06:13:29,13
1013,988,06:30:10,12
1014,987,05:16:28,11
1015,986,08:27:19,10
1016,985,08:48:23,9
1017,984,12:13:56,8
1018,983,12:27:39,7
1019,982,19:02:26,6
1020,981,03:15:08,5
1021,980,18:07:32,4
1022,979,15:44:52,3
1023,978,13:45:20,2
1024,977,12:43:37,1
1025,976,18:10:07,0
1026,975,01:37:44,26
1027,974,12:00:07,25
1028,973,16:11:20,24
1029,972,08:42:41,23
1030,971,01:51:57,22
1031,970,11:35:08,21
1032,969,21:16:24,20
1033,968,01:55:30,19
1034,967,10:53:05,18
1035,966,09:00:44,17
1036,965,09:17:24,16
1037,964,22:29:46,15
1038,963,13:01:04,14
1039,962,20:30:17,13
1040,961,03:40:49,12
1041,960,20:37:10,11
1042,959,06:16:35,10
1043,958,04:28:13,9
1044,957,09:21:39,8
1045,956,19:07:36,7
1046,955,04:45:42,6
1047,954,16:50:17,5
1048,953,21:46:31,4
1049,952,13:38:27,3
1050,951,19:25:46,2
1051,950,01:24:35,1
1052,949,04:37:51,0
1053,948,04:12:50,26
1054,947,23:04:28,25
1055,946,07:22:01,24
1056,945,09:04:50,23
1057,944,15:01:49,22
1058,943,17:02:42,21
1059,942,08:47:05,20
1060,941,23:31:00,19
1061,940,03:18:18,18
1062,939,21:51:51,17
1063,938,00:55:40,16
1064,937,21:29:09,15
1065,936,07:24:16,14
1066,935,19:50:22,13
1067,934,08:45:56,12
1068,933,15:43:49,11
1069,932,04:39:38,10
1070,931,02:33:41,9
1071,930,21:22:56,8
1072,929,12:34:42,7
1073,928,06:38:00,6
1074,927,22:50:23,5
1075,926,21:32:24,4
1076,925,00:37:33,3
1077,924,08:40:58,2
1078,923,18:56:53,1
1079,922,20:47:53,0
1080,921,00:19:45,26
1081,920,09:41:01,25
1082,919,06:24:53,24
1083,918,06:48:52,23
1084,917,08:04:49,22
1085,916,04:55:14,21
1086,915,04:29:43,20
1087,914,12:14:29,19
1088,913,18:17:47,18
1089,912,23:29:27,17
1090,911,17:21:39,16
1091,910,23:35:36,15
1092,909,00:50:08,14
1093,908,23:03:47,13
1094,907,20:10:02,12
1095,906,11:13:09,11
1096,905,01:38:42,10
1097,904,07:51:53,9
1098,903,11:51:10,8
1099,902,11:35:25,7
1100,901,00:10:08,6
1101,900,21:49:47,5
1102,899,13:02:20,4
1103,898,00:16:10,3
1104,897,20:08:31,2
1105,896,03:16:50,1
1106,895,22:46:51,0
1107,894,13:20:13,26
1108,893,13:43:52,25
1109,892,07:06:54,24
1110,891,07:40:56,23
1111,890,11:08:31,22
1112,889,13:46:26,21
1113,888,06:21:20,20
1114,887,14:56:07,19
1115,886,02:19:45,18
1116,885,20:49:53,17
1117,884,13:40:03,16
1118,883,18:53:37,15
1119,882,11:36:09,14
1120,881,05:54:37,13
1121,880,07:55:56,12
1122,879,06:45:34,11
1123,878,11:40:40,10
1124,877,07:51:41,9
1125,876,18:02:01,8
1126,875,08:11:26,7
1127,874,23:09:30,6
1128,873,17:05:55,5
1129,872,18:59:38,4
1130,871,10:51:20,3
1131,870,14:29:14,2
1132,869,04:13:59,1
1133,868,10:11:12,0
1134,867,13:46:26,26
1135,866,12:47:59,25
1136,865,18:04:04,24
1137,864,04:11:32,23
1138,863,22:21:42,22
1139,862,12:51:49,21
1140,861,07:19:58,20
1141,860,09:53:47,19
1142,859,02:50:48,18
1143,858,15:18:42,17
1144,857,05:47:49,16
1145,856,09:13:41,15
1146,855,23:44:54,14
1147,854,05:16:18,13
1148,853,11:25:47,12
1149,852,09:59:34,11
